names,stars,dates,clicks,reviews
Umang Pandey,2,2020-12-23,2,In my device MIA1 it doesn't run on full screen it left big white boarde at the bottom which is very irritating
Pruthviraj Temgire,2,2021-03-18,0,Instagram lite is nice app they have no dark theme plz add dark theme
Game Of King NM,5,2021-04-12,0,good app but no increase view and my any app view 10millian and subscriber 10k please cheak my id
Laiba khan,2,2020-12-31,1,it's take time to loading and I can't even chose multiple pics there is only option for one pic to chose
eez rell,1,2021-03-20,1,I can't chat Why Pleaae get it fixed
Hassan Akhtar,5,2021-03-26,0,Great app because instagram not installed my phone that sit
Harsh Paliwal,2,2020-12-11,4,"Everything is good,but dark mode is required and plz avail the option of reacting on messg as well as deleting messg feature"
Yasir Ali,4,2021-01-22,2,Great app but add voice recording option too.
Innocent bird Innocent bird,1,2020-11-15,8,It occurred some problem it is not running fastly and turn it off automatically
À Máñ,3,2021-04-16,0,It s nice but the black theme are no in this app
Jeevan Sam,4,2021-04-18,0,Reels and videos not working in 3g network
Jas Raj,3,2020-12-19,1,I like it but plz add reels feature and off the auto play video feature.
Khizer Ahmed,5,2020-12-03,12,Best Lite app some bugs but we have to ignore them because it's lite version :)
DeMøN Øp,5,2021-02-06,1,Very good app for low end device
Enes Demirel,4,2021-02-27,1,Please add dark theme to this application as your original Instagram.
rowdy pilla,1,2021-02-11,1,"Nenu 1 st time e app use chastunna kani net siggnal full vunna masgs open kavatla ,videos open kavatla andhuka nenu okka star echanu asalu okka kuda evvakudadhu kani use chasinadhuku echanu"
Mamta Mawari,1,2021-04-06,0,Very bad.. not opening properly
Ghunsa Vinez,4,2021-02-19,0,I cant upload my videos and can not use filters. But love this
Dominion Enang,1,2021-04-14,0,I have downloaded the app but not working I dont know if its like facebook lite that uses free mode or what
Imran Nayab,3,2021-03-05,0,"It's Great App , but we need Night Mode on it. Please Add it"
Shantanu Kondhekar,1,2021-02-17,0,"Wrost app do not refresh feeds,"
The Editor,5,2020-12-18,2,Also add music option in story and adjest photo in story
Love is power,5,2021-04-17,0,Awesome experience Better than the orignal app
TOONY,1,2021-03-02,0,Worst app ever. If you're going to install don't you just wasting time😾😾😠😠😠
Yu๓e Ko,4,2020-12-28,7,This version it's so amazing . I hope Add a property ios emoji and fonds . Thanks instagram
rupesh gaurav,4,2020-12-18,0,In total App is good but sometime has uploading issue.
Daxa Champaneri,5,2021-03-18,0,Nice appp all Use this app so so nicely with good app
Nikhil Telangi,2,2021-01-13,3,"No Dark Mode😖 Story satting is poor 😨 Improve app, but not increase its size. Keep improving app 🤗 Nice work developers🙏"
Akela Aatma,2,2021-01-03,1,No work take much time to load images even wrost app not working like Facebook lite
Too Sweet Comedy,1,2021-04-09,0,Dont download the app is for hackers.. Use it for a while and instagram will say you have been phishing
Aghna,2,2021-02-06,0,WHY DOES IT NOT LET ME UPLOAD MY PROFILE PICTURE?!
Kunal Borase,1,2021-01-24,7,Worst experience ever with an app... Doesn't even preload important information... Mobile site works better than this app.
bad_boy sk,4,2021-03-26,0,Why not reel videos room like instagram?
Prashant,5,2020-12-25,3,this need to story like update full picture on story and app interface should be updated.
saqib Ahmed,1,2020-12-10,7,This is nice app and I am excited to open this and only one feature is missing please add the dark mode
Edward Tiong,3,2021-03-14,0,"i only can give 3 stars, is good but dont have dark mode"
Clyde Alcott,1,2021-01-25,0,Major bug Navigation menu doesn't show up...
Sheetal Raha,1,2021-01-17,4,When I download the app it is not starting showing 5 dots and the page doesn't work.still it is stop there is have this problem please remove it
Guru prasad Naidu,5,2021-04-16,0,Good but not come reels
Atulya Gupta,1,2020-12-28,1,Why is it not taking 10 pics together hte it before it was god now it's waste only it takes 1 pic only ..???
Prathmesh Dusane,5,2020-12-16,12,"Very Good app for small devices, small app but nice messages comments likes very goooood bestttttttt betterrrrrrrr I Love this app"
Husnain Malik,1,2021-03-04,2,"Browser version, Bad experience 😡"
umesh Kumar,5,2021-04-18,0,Is m add to their story wala option add kar do or picture p music aa jaya bas or kuch nhi
Raj Kayal,2,2020-12-14,27,"Please fix bugs on Instagram lite .It has many bugs ,other wise it is good"
Yadav Manisha,5,2021-04-06,0,Missing the reel option of my contect plzz check up
Gokul Prithiv,2,2020-12-24,5,"Even To Open My Camera it's loading a lot, Worst Experience"
Rohit Rawat,1,2021-02-14,0,Not upload song in story story don't accept sticker
Krishna Vamshi Durgam,4,2020-12-16,4,"Everything is Fine......Also Add ""Dark Mode"" & ""Data saving"" Feature"
Jamal Uddin,1,2021-02-24,0,I can't post more than 1 photo. Does it make sense? Sooo boring.....
HARSH PANDITA,5,2020-12-18,1,"Great but add more options like music,poll in stories"
Neeraj Kumar,5,2021-01-25,2,It' quite good but why did have alotted big empty space at the bottom It looks ugly...
Shekhar Nirmalkar,5,2021-02-27,0,Not available to music option on Instagram
A M,1,2021-03-11,0,So laggy and slow
Vijay Kumar,2,2021-01-24,5,"Telugu language is not being translated properly,,no dark theme"
Krishna Lute,3,2021-01-15,2,Need more changes... like video editing and Photo filters etc..
Sayan Dutta,1,2021-01-09,0,Very slow and news feed section also not updated time by time
Gaurav Divyansh,1,2021-01-03,1,Does not refresh the content. Also very laggy ..... Needs an update immediately .... 🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤
Deepak kohli,4,2021-01-29,6,Amazing app.. And also save storage 🤟🔥
Gopal Prasad Sahu,3,2020-12-10,3,Instagram features are not available in this app. Please don't like this app. Instagram reels and other verity type of features are not available in Instagram lite.
Harshit Baboo,1,2021-04-10,0,It doesn't even opens!
jyothishya,1,2021-04-18,0,There is no filters!!!!!!!!!!!!!
Rahul Kr. Prajapati,3,2021-04-04,0,Please improve this app and i will give 5 Star.
Asur Singh,2,2020-12-10,2,I like this application in less mb download But one problem i facing on instagram lite .. it will not converd in dark mood theam Please solve it and add dark theam add in lite
Shoeb Khan,5,2021-02-20,0,New odia auto salt lakenew id banane wala block you jatra bhatija system and bajake ho dj star ramachari actually kaliya daman beparwah
murugudu durgesh,1,2020-12-19,1,News feed is not getting refreshed whenever i opened the app
Vikas Choudhary,1,2021-01-28,0,Like you say bug fixes while giving updates. Then why not fix those Bugggggs 👎
awwab siddiqui,1,2021-01-15,4,Needs dark mode and the ability to zoom in on photos
My life line Riyaz,5,2021-04-24,0,This is very good app's very good app
#Rush With Vibhav Gaming,5,2021-03-16,0,Please add more features and it uses so data so please take less data.
Yashraj,3,2020-12-12,2,Good option in lite mode but reels option is not available.😕
Vijay Konnur,2,2021-01-09,1,In this update sharing option is showing error.Fix it immediately.
Mahes Sanu,3,2021-01-07,1,"Loading is long time,lite version is slow"
Aryan Khutale,5,2020-12-23,2,I like this app in old device but We need update in it its very old version And I except that you will bring update as soon as possible🙏🏻
itsyoboy King,1,2020-12-20,4,It showing same feed since 2days and refresh don't work at all.
P P,4,2020-12-25,7,Pretty neat app. It just needs a dark mode IMO :)
Mugisha William,1,2021-04-09,0,"On my old instagram, I can't post on it while this new instagram lite I can post and see stories of other as I want"
Madana Suthan,5,2020-12-20,3,I love this but some futures like dark mode story stickers are disappointed me while using this app
Manvendra Sihag,4,2021-03-05,0,"Good for addicters. Download it, use it, Uninstall it."
Shiv Sheakhar,1,2020-12-18,0,Please improve all of your apps. Every apps suddenly on one day stops responding
Rishabh Panth,4,2021-02-12,1,Video icon is not show
stories,2,2021-02-07,5,I like this app and I use this app alot in my free time but I wish that this app could work as real Instagram and i want this app to work as real Instagram. But I LOVE this app . ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤.
Hindustan Gamer,5,2021-02-22,0,You should to add reels in next update
bujar malushi,5,2021-02-20,1,Instagram young is beautiful and all people because one accout and all change for of young and yeah instagram ok.
Tanishka B. Kashyap,4,2021-04-01,0,App is amazing❤️....but so many features are not support
Reshma Banu,3,2021-04-23,0,Improve the music option please
FACTS TIPS {study tips and self development},2,2020-12-22,7,No Instagram reels option plz fix it and also dark mode and story stickers plzz fixed it then I Will give 4 stars plz as soon as possible
Zebi Biba Tik Tok video,1,2020-12-13,2,I Give One star because when I upload a pic the app say upload failed try another pic or video.
fun time viral,3,2021-01-13,2,I like this lite version of insta because it has low mb downloads and all fetures are good
Sujith Dunga,1,2021-01-03,0,In dark mode even the text color is black which is making impossible to read something
